cmp1_mn_or_mw,cmp2_mn_or_mw,cmp3_mn_or_mw,cmp4_mn_or_mw,value,property,unit,"Temperature, K",cmp_ids,cmp_mole_fractions,cmp_mws
102.0316941,,,,-2.53313238,log Conductivity,S/cm,293.15,"[358.0, 225.0]","[0.96, 0.04]","[102.0316941, 195.85]"
102.0316941,,,,-2.370590401,log Conductivity,S/cm,313.15,"[358.0, 225.0]","[0.96, 0.04]","[102.0316941, 195.85]"
102.0316941,,,,-2.244887734,log Conductivity,S/cm,333.15,"[358.0, 225.0]","[0.96, 0.04]","[102.0316941, 195.85]"
102.0316941,,,,-2.142064735,log Conductivity,S/cm,353.15,"[358.0, 225.0]","[0.96, 0.04]","[102.0316941, 195.85]"
102.0316941,,,,-5.0,log Conductivity,S/cm,213.14999999999998,"[358.0, 225.0]","[0.827586207, 0.172413793]","[102.0316941, 195.85]"
102.0316941,,,,-4.22184875,log Conductivity,S/cm,223.14999999999998,"[358.0, 225.0]","[0.827586207, 0.172413793]","[102.0316941, 195.85]"
102.0316941,,,,-3.657577319,log Conductivity,S/cm,233.14999999999998,"[358.0, 225.0]","[0.827586207, 0.172413793]","[102.0316941, 195.85]"
102.0316941,,,,-3.292429824,log Conductivity,S/cm,243.14999999999998,"[358.0, 225.0]","[0.827586207, 0.172413793]","[102.0316941, 195.85]"
102.0316941,,,,-2.991399828,log Conductivity,S/cm,253.14999999999998,"[358.0, 225.0]","[0.827586207, 0.172413793]","[102.0316941, 195.85]"
102.0316941,,,,-2.759450752,log Conductivity,S/cm,263.15,"[358.0, 225.0]","[0.827586207, 0.172413793]","[102.0316941, 195.85]"
102.0316941,,,,-2.571865206,log Conductivity,S/cm,273.15,"[358.0, 225.0]","[0.827586207, 0.172413793]","[102.0316941, 195.85]"
102.0316941,,,,-2.277366077,log Conductivity,S/cm,293.15,"[358.0, 225.0]","[0.827586207, 0.172413793]","[102.0316941, 195.85]"
102.0316941,,,,-2.07211659,log Conductivity,S/cm,313.15,"[358.0, 225.0]","[0.827586207, 0.172413793]","[102.0316941, 195.85]"
102.0316941,,,,-1.910094889,log Conductivity,S/cm,333.15,"[358.0, 225.0]","[0.827586207, 0.172413793]","[102.0316941, 195.85]"
102.0316941,,,,-1.780939668,log Conductivity,S/cm,353.15,"[358.0, 225.0]","[0.827586207, 0.172413793]","[102.0316941, 195.85]"
120.0245005,102.0316941,,,-3.229147988,log Conductivity,S/cm,253.14999999999998,"[204.0, 358.0, 225.0]","[0.60670908, 0.27761712, 0.1156738]","[120.0245005, 102.0316941, 195.85]"
120.0245005,102.0316941,,,-3.0,log Conductivity,S/cm,263.15,"[204.0, 358.0, 225.0]","[0.60670908, 0.27761712, 0.1156738]","[120.0245005, 102.0316941, 195.85]"
120.0245005,102.0316941,,,-2.777283529,log Conductivity,S/cm,273.15,"[204.0, 358.0, 225.0]","[0.60670908, 0.27761712, 0.1156738]","[120.0245005, 102.0316941, 195.85]"
120.0245005,102.0316941,,,-2.452225295,log Conductivity,S/cm,293.15,"[204.0, 358.0, 225.0]","[0.60670908, 0.27761712, 0.1156738]","[120.0245005, 102.0316941, 195.85]"
120.0245005,102.0316941,,,-2.226945307,log Conductivity,S/cm,313.15,"[204.0, 358.0, 225.0]","[0.60670908, 0.27761712, 0.1156738]","[120.0245005, 102.0316941, 195.85]"
120.0245005,102.0316941,,,-2.04769199,log Conductivity,S/cm,333.15,"[204.0, 358.0, 225.0]","[0.60670908, 0.27761712, 0.1156738]","[120.0245005, 102.0316941, 195.85]"
120.0245005,102.0316941,,,-1.899629455,log Conductivity,S/cm,353.15,"[204.0, 358.0, 225.0]","[0.60670908, 0.27761712, 0.1156738]","[120.0245005, 102.0316941, 195.85]"
120.0245005,178.1205091,102.0316941,,-3.356547324,log Conductivity,S/cm,253.14999999999998,"[204.0, 360.0, 358.0, 225.0]","[0.543273104, 0.286396593, 0.05524226, 0.115088042]","[120.0245005, 178.1205091, 102.0316941, 195.85]"
120.0245005,178.1205091,102.0316941,,-3.060480747,log Conductivity,S/cm,263.15,"[204.0, 360.0, 358.0, 225.0]","[0.543273104, 0.286396593, 0.05524226, 0.115088042]","[120.0245005, 178.1205091, 102.0316941, 195.85]"
120.0245005,178.1205091,102.0316941,,-2.838631998,log Conductivity,S/cm,273.15,"[204.0, 360.0, 358.0, 225.0]","[0.543273104, 0.286396593, 0.05524226, 0.115088042]","[120.0245005, 178.1205091, 102.0316941, 195.85]"
120.0245005,178.1205091,102.0316941,,-2.498940738,log Conductivity,S/cm,293.15,"[204.0, 360.0, 358.0, 225.0]","[0.543273104, 0.286396593, 0.05524226, 0.115088042]","[120.0245005, 178.1205091, 102.0316941, 195.85]"
120.0245005,178.1205091,102.0316941,,-2.258060922,log Conductivity,S/cm,313.15,"[204.0, 360.0, 358.0, 225.0]","[0.543273104, 0.286396593, 0.05524226, 0.115088042]","[120.0245005, 178.1205091, 102.0316941, 195.85]"
120.0245005,178.1205091,102.0316941,,-2.079876674,log Conductivity,S/cm,333.15,"[204.0, 360.0, 358.0, 225.0]","[0.543273104, 0.286396593, 0.05524226, 0.115088042]","[120.0245005, 178.1205091, 102.0316941, 195.85]"
120.0245005,178.1205091,102.0316941,,-1.938547521,log Conductivity,S/cm,353.15,"[204.0, 360.0, 358.0, 225.0]","[0.543273104, 0.286396593, 0.05524226, 0.115088042]","[120.0245005, 178.1205091, 102.0316941, 195.85]"
102.0316941,92.06260026,,,-3.356547324,log Conductivity,S/cm,233.14999999999998,"[358.0, 18.0, 225.0]","[0.467771126, 0.393011277, 0.139217597]","[102.0316941, 92.06260026, 195.85]"
102.0316941,92.06260026,,,-3.142667504,log Conductivity,S/cm,243.14999999999998,"[358.0, 18.0, 225.0]","[0.467771126, 0.393011277, 0.139217597]","[102.0316941, 92.06260026, 195.85]"
102.0316941,92.06260026,,,-2.882728704,log Conductivity,S/cm,253.14999999999998,"[358.0, 18.0, 225.0]","[0.467771126, 0.393011277, 0.139217597]","[102.0316941, 92.06260026, 195.85]"
102.0316941,92.06260026,,,-2.677780705,log Conductivity,S/cm,263.15,"[358.0, 18.0, 225.0]","[0.467771126, 0.393011277, 0.139217597]","[102.0316941, 92.06260026, 195.85]"
102.0316941,92.06260026,,,-2.496209317,log Conductivity,S/cm,273.15,"[358.0, 18.0, 225.0]","[0.467771126, 0.393011277, 0.139217597]","[102.0316941, 92.06260026, 195.85]"
102.0316941,92.06260026,,,-2.241845378,log Conductivity,S/cm,293.15,"[358.0, 18.0, 225.0]","[0.467771126, 0.393011277, 0.139217597]","[102.0316941, 92.06260026, 195.85]"
120.0245005,,,,-2.991399828,log Conductivity,S/cm,293.15,"[204.0, 225.0]","[0.981290926, 0.018709074]","[120.0245005, 195.85]"
120.0245005,,,,-2.795880017,log Conductivity,S/cm,313.15,"[204.0, 225.0]","[0.981290926, 0.018709074]","[120.0245005, 195.85]"
120.0245005,,,,-2.632644079,log Conductivity,S/cm,333.15,"[204.0, 225.0]","[0.981290926, 0.018709074]","[120.0245005, 195.85]"
120.0245005,,,,-2.500312917,log Conductivity,S/cm,353.15,"[204.0, 225.0]","[0.981290926, 0.018709074]","[120.0245005, 195.85]"
120.0245005,,,,-2.995678626,log Conductivity,S/cm,273.15,"[204.0, 225.0]","[0.954504095, 0.045495905]","[120.0245005, 195.85]"
120.0245005,,,,-2.721246399,log Conductivity,S/cm,293.15,"[204.0, 225.0]","[0.954504095, 0.045495905]","[120.0245005, 195.85]"
120.0245005,,,,-2.512861625,log Conductivity,S/cm,313.15,"[204.0, 225.0]","[0.954504095, 0.045495905]","[120.0245005, 195.85]"
120.0245005,,,,-2.3400838,log Conductivity,S/cm,333.15,"[204.0, 225.0]","[0.954504095, 0.045495905]","[120.0245005, 195.85]"
120.0245005,,,,-2.203425667,log Conductivity,S/cm,353.15,"[204.0, 225.0]","[0.954504095, 0.045495905]","[120.0245005, 195.85]"
120.0245005,,,,-3.173925197,log Conductivity,S/cm,263.15,"[204.0, 225.0]","[0.912967798, 0.087032202]","[120.0245005, 195.85]"
120.0245005,,,,-2.987162775,log Conductivity,S/cm,273.15,"[204.0, 225.0]","[0.912967798, 0.087032202]","[120.0245005, 195.85]"
120.0245005,,,,-2.681936665,log Conductivity,S/cm,293.15,"[204.0, 225.0]","[0.912967798, 0.087032202]","[120.0245005, 195.85]"
120.0245005,,,,-2.443697499,log Conductivity,S/cm,313.15,"[204.0, 225.0]","[0.912967798, 0.087032202]","[120.0245005, 195.85]"
120.0245005,,,,-2.253365801,log Conductivity,S/cm,333.15,"[204.0, 225.0]","[0.912967798, 0.087032202]","[120.0245005, 195.85]"
120.0245005,,,,-2.098541679,log Conductivity,S/cm,353.15,"[204.0, 225.0]","[0.912967798, 0.087032202]","[120.0245005, 195.85]"
120.0245005,,,,-2.790484985,log Conductivity,S/cm,293.15,"[204.0, 225.0]","[0.874895746, 0.125104254]","[120.0245005, 195.85]"
120.0245005,,,,-2.517126416,log Conductivity,S/cm,313.15,"[204.0, 225.0]","[0.874895746, 0.125104254]","[120.0245005, 195.85]"
120.0245005,,,,-2.296708622,log Conductivity,S/cm,333.15,"[204.0, 225.0]","[0.874895746, 0.125104254]","[120.0245005, 195.85]"
120.0245005,,,,-2.121478204,log Conductivity,S/cm,353.15,"[204.0, 225.0]","[0.874895746, 0.125104254]","[120.0245005, 195.85]"
120.0245005,,,,-2.386158178,log Conductivity,S/cm,333.15,"[204.0, 225.0]","[0.839871898, 0.160128102]","[120.0245005, 195.85]"
120.0245005,,,,-2.189767482,log Conductivity,S/cm,353.15,"[204.0, 225.0]","[0.839871898, 0.160128102]","[120.0245005, 195.85]"
120.0245005,222.1467238,,,-4.045757491,log Conductivity,S/cm,243.14999999999998,"[204.0, 344.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-3.657577319,log Conductivity,S/cm,253.14999999999998,"[204.0, 344.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-3.366531544,log Conductivity,S/cm,263.15,"[204.0, 344.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-3.13076828,log Conductivity,S/cm,273.15,"[204.0, 344.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-2.774690718,log Conductivity,S/cm,293.15,"[204.0, 344.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-2.524328812,log Conductivity,S/cm,313.15,"[204.0, 344.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-2.330683119,log Conductivity,S/cm,333.15,"[204.0, 344.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-2.179798541,log Conductivity,S/cm,353.15,"[204.0, 344.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-3.698970004,log Conductivity,S/cm,253.14999999999998,"[204.0, 344.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-3.387216143,log Conductivity,S/cm,263.15,"[204.0, 344.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-3.13667714,log Conductivity,S/cm,273.15,"[204.0, 344.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-2.739928612,log Conductivity,S/cm,293.15,"[204.0, 344.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-2.46470588,log Conductivity,S/cm,313.15,"[204.0, 344.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-2.251811973,log Conductivity,S/cm,333.15,"[204.0, 344.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-2.100726813,log Conductivity,S/cm,353.15,"[204.0, 344.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 222.1467238, 195.85]"
222.1467238,120.0245005,,,-3.721246399,log Conductivity,S/cm,253.14999999999998,"[344.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[222.1467238, 120.0245005, 195.85]"
222.1467238,120.0245005,,,-3.37675071,log Conductivity,S/cm,263.15,"[344.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[222.1467238, 120.0245005, 195.85]"
222.1467238,120.0245005,,,-3.119186408,log Conductivity,S/cm,273.15,"[344.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[222.1467238, 120.0245005, 195.85]"
222.1467238,120.0245005,,,-2.714442691,log Conductivity,S/cm,293.15,"[344.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[222.1467238, 120.0245005, 195.85]"
222.1467238,120.0245005,,,-2.435333936,log Conductivity,S/cm,313.15,"[344.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[222.1467238, 120.0245005, 195.85]"
222.1467238,120.0245005,,,-2.159266765,log Conductivity,S/cm,333.15,"[344.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[222.1467238, 120.0245005, 195.85]"
222.1467238,120.0245005,,,-2.063486258,log Conductivity,S/cm,353.15,"[344.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[222.1467238, 120.0245005, 195.85]"
120.0245005,222.1467238,,,-4.698970004,log Conductivity,S/cm,233.14999999999998,"[204.0, 344.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-4.22184875,log Conductivity,S/cm,243.14999999999998,"[204.0, 344.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-3.795880017,log Conductivity,S/cm,253.14999999999998,"[204.0, 344.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-3.443697499,log Conductivity,S/cm,263.15,"[204.0, 344.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-3.180456064,log Conductivity,S/cm,273.15,"[204.0, 344.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-2.756961951,log Conductivity,S/cm,293.15,"[204.0, 344.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-2.443697499,log Conductivity,S/cm,313.15,"[204.0, 344.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-2.235823868,log Conductivity,S/cm,333.15,"[204.0, 344.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 222.1467238, 195.85]"
120.0245005,222.1467238,,,-2.062482108,log Conductivity,S/cm,353.15,"[204.0, 344.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 222.1467238, 195.85]"
120.0245005,92.06260026,,,-2.490797478,log Conductivity,S/cm,293.15,"[204.0, 18.0, 225.0]","[0.478995434, 0.429680365, 0.091324201]","[120.0245005, 92.06260026, 195.85]"
120.0245005,92.06260026,,,-2.217527376,log Conductivity,S/cm,313.15,"[204.0, 18.0, 225.0]","[0.478995434, 0.429680365, 0.091324201]","[120.0245005, 92.06260026, 195.85]"
120.0245005,92.06260026,,,-2.137272472,log Conductivity,S/cm,333.15,"[204.0, 18.0, 225.0]","[0.478995434, 0.429680365, 0.091324201]","[120.0245005, 92.06260026, 195.85]"
120.0245005,92.06260026,,,-2.013228266,log Conductivity,S/cm,353.15,"[204.0, 18.0, 225.0]","[0.478995434, 0.429680365, 0.091324201]","[120.0245005, 92.06260026, 195.85]"
120.0245005,178.1205091,92.06260026,,-3.080921908,log Conductivity,S/cm,253.14999999999998,"[204.0, 360.0, 18.0, 225.0]","[0.539054471, 0.142086331, 0.241778006, 0.077081192]","[120.0245005, 178.1205091, 92.06260026, 195.85]"
120.0245005,178.1205091,92.06260026,,-2.872895202,log Conductivity,S/cm,263.15,"[204.0, 360.0, 18.0, 225.0]","[0.539054471, 0.142086331, 0.241778006, 0.077081192]","[120.0245005, 178.1205091, 92.06260026, 195.85]"
120.0245005,178.1205091,92.06260026,,-2.707743929,log Conductivity,S/cm,273.15,"[204.0, 360.0, 18.0, 225.0]","[0.539054471, 0.142086331, 0.241778006, 0.077081192]","[120.0245005, 178.1205091, 92.06260026, 195.85]"
120.0245005,178.1205091,92.06260026,,-2.428291168,log Conductivity,S/cm,293.15,"[204.0, 360.0, 18.0, 225.0]","[0.539054471, 0.142086331, 0.241778006, 0.077081192]","[120.0245005, 178.1205091, 92.06260026, 195.85]"
120.0245005,178.1205091,92.06260026,,-2.235823868,log Conductivity,S/cm,313.15,"[204.0, 360.0, 18.0, 225.0]","[0.539054471, 0.142086331, 0.241778006, 0.077081192]","[120.0245005, 178.1205091, 92.06260026, 195.85]"
120.0245005,178.1205091,92.06260026,,-2.084600165,log Conductivity,S/cm,333.15,"[204.0, 360.0, 18.0, 225.0]","[0.539054471, 0.142086331, 0.241778006, 0.077081192]","[120.0245005, 178.1205091, 92.06260026, 195.85]"
120.0245005,178.1205091,92.06260026,,-1.965772739,log Conductivity,S/cm,353.15,"[204.0, 360.0, 18.0, 225.0]","[0.539054471, 0.142086331, 0.241778006, 0.077081192]","[120.0245005, 178.1205091, 92.06260026, 195.85]"
92.06260026,120.0245005,178.1205091,,-2.844663963,log Conductivity,S/cm,253.14999999999998,"[18.0, 204.0, 360.0, 225.0]","[0.484552008, 0.270082389, 0.142378991, 0.102986612]","[92.06260026, 120.0245005, 178.1205091, 195.85]"
92.06260026,120.0245005,178.1205091,,-2.675717545,log Conductivity,S/cm,263.15,"[18.0, 204.0, 360.0, 225.0]","[0.484552008, 0.270082389, 0.142378991, 0.102986612]","[92.06260026, 120.0245005, 178.1205091, 195.85]"
92.06260026,120.0245005,178.1205091,,-2.540607512,log Conductivity,S/cm,273.15,"[18.0, 204.0, 360.0, 225.0]","[0.484552008, 0.270082389, 0.142378991, 0.102986612]","[92.06260026, 120.0245005, 178.1205091, 195.85]"
92.06260026,120.0245005,178.1205091,,-2.314258261,log Conductivity,S/cm,293.15,"[18.0, 204.0, 360.0, 225.0]","[0.484552008, 0.270082389, 0.142378991, 0.102986612]","[92.06260026, 120.0245005, 178.1205091, 195.85]"
92.06260026,120.0245005,178.1205091,,-2.153044675,log Conductivity,S/cm,313.15,"[18.0, 204.0, 360.0, 225.0]","[0.484552008, 0.270082389, 0.142378991, 0.102986612]","[92.06260026, 120.0245005, 178.1205091, 195.85]"
92.06260026,120.0245005,178.1205091,,-2.027797162,log Conductivity,S/cm,333.15,"[18.0, 204.0, 360.0, 225.0]","[0.484552008, 0.270082389, 0.142378991, 0.102986612]","[92.06260026, 120.0245005, 178.1205091, 195.85]"
92.06260026,120.0245005,178.1205091,,-1.929592678,log Conductivity,S/cm,353.15,"[18.0, 204.0, 360.0, 225.0]","[0.484552008, 0.270082389, 0.142378991, 0.102986612]","[92.06260026, 120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-3.443697499,log Conductivity,S/cm,253.14999999999998,"[204.0, 360.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-3.119186408,log Conductivity,S/cm,263.15,"[204.0, 360.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.978810701,log Conductivity,S/cm,273.15,"[204.0, 360.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.659555885,log Conductivity,S/cm,293.15,"[204.0, 360.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.431798276,log Conductivity,S/cm,313.15,"[204.0, 360.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.168770306,log Conductivity,S/cm,333.15,"[204.0, 360.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.102372909,log Conductivity,S/cm,353.15,"[204.0, 360.0, 225.0]","[0.616333725, 0.324911868, 0.058754407]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-4.301029996,log Conductivity,S/cm,233.14999999999998,"[204.0, 360.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-3.769551079,log Conductivity,S/cm,243.14999999999998,"[204.0, 360.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-3.397940009,log Conductivity,S/cm,253.14999999999998,"[204.0, 360.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-3.167491087,log Conductivity,S/cm,263.15,"[204.0, 360.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.958607315,log Conductivity,S/cm,273.15,"[204.0, 360.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.605548319,log Conductivity,S/cm,293.15,"[204.0, 360.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.367542708,log Conductivity,S/cm,313.15,"[204.0, 360.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.177831921,log Conductivity,S/cm,333.15,"[204.0, 360.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.034798299,log Conductivity,S/cm,353.15,"[204.0, 360.0, 225.0]","[0.598744292, 0.315639269, 0.085616438]","[120.0245005, 178.1205091, 195.85]"
178.1205091,120.0245005,,,-3.366531544,log Conductivity,S/cm,253.14999999999998,"[360.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[178.1205091, 120.0245005, 195.85]"
178.1205091,120.0245005,,,-3.102372909,log Conductivity,S/cm,263.15,"[360.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[178.1205091, 120.0245005, 195.85]"
178.1205091,120.0245005,,,-2.882728704,log Conductivity,S/cm,273.15,"[360.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[178.1205091, 120.0245005, 195.85]"
178.1205091,120.0245005,,,-2.539102157,log Conductivity,S/cm,293.15,"[360.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[178.1205091, 120.0245005, 195.85]"
178.1205091,120.0245005,,,-2.301029996,log Conductivity,S/cm,313.15,"[360.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[178.1205091, 120.0245005, 195.85]"
178.1205091,120.0245005,,,-2.11577123,log Conductivity,S/cm,333.15,"[360.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[178.1205091, 120.0245005, 195.85]"
178.1205091,120.0245005,,,-1.974694135,log Conductivity,S/cm,353.15,"[360.0, 204.0, 225.0]","[0.533783784, 0.337516088, 0.128700129]","[178.1205091, 120.0245005, 195.85]"
120.0245005,178.1205091,,,-3.853871964,log Conductivity,S/cm,243.14999999999998,"[204.0, 360.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-3.494850022,log Conductivity,S/cm,253.14999999999998,"[204.0, 360.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-3.200659451,log Conductivity,S/cm,263.15,"[204.0, 360.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.978810701,log Conductivity,S/cm,273.15,"[204.0, 360.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.607303047,log Conductivity,S/cm,293.15,"[204.0, 360.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.350665141,log Conductivity,S/cm,313.15,"[204.0, 360.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.156767222,log Conductivity,S/cm,333.15,"[204.0, 360.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.004803708,log Conductivity,S/cm,353.15,"[204.0, 360.0, 225.0]","[0.582130966, 0.306881243, 0.110987791]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-3.823908741,log Conductivity,S/cm,243.14999999999998,"[204.0, 360.0, 225.0]","[0.767560976, 0.134878049, 0.097560976]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-3.552841969,log Conductivity,S/cm,253.14999999999998,"[204.0, 360.0, 225.0]","[0.767560976, 0.134878049, 0.097560976]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-3.283996656,log Conductivity,S/cm,263.15,"[204.0, 360.0, 225.0]","[0.767560976, 0.134878049, 0.097560976]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-3.060480747,log Conductivity,S/cm,273.15,"[204.0, 360.0, 225.0]","[0.767560976, 0.134878049, 0.097560976]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.694648631,log Conductivity,S/cm,293.15,"[204.0, 360.0, 225.0]","[0.767560976, 0.134878049, 0.097560976]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.424812155,log Conductivity,S/cm,313.15,"[204.0, 360.0, 225.0]","[0.767560976, 0.134878049, 0.097560976]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.22184875,log Conductivity,S/cm,333.15,"[204.0, 360.0, 225.0]","[0.767560976, 0.134878049, 0.097560976]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-2.059981845,log Conductivity,S/cm,353.15,"[204.0, 360.0, 225.0]","[0.767560976, 0.134878049, 0.097560976]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-5.0,log Conductivity,S/cm,233.14999999999998,"[204.0, 360.0, 225.0]","[0.551524711, 0.290746583, 0.157728707]","[120.0245005, 178.1205091, 195.85]"
120.0245005,178.1205091,,,-4.15490196,log Conductivity,S/cm,243.14999999999998,"[204.0, 360.0, 225.0]","[0.551524711, 0.290746583, 0.157728707]","[120.0245005, 178.1205091, 195.85]"
