value,T,Train_Test_Label,property,unit,cmp_ids,cmp_mole_fractions
0.0368,308.15,train,Log viscosity,cP,"[209.0, 766.0]","[0.4, 0.6]"
0.0586,308.15,train,Log viscosity,cP,"[209.0, 766.0]","[0.5, 0.5]"
0.083,308.15,train,Log viscosity,cP,"[209.0, 766.0]","[0.6, 0.4]"
0.1081,308.15,train,Log viscosity,cP,"[209.0, 766.0]","[0.7, 0.3]"
0.138,308.15,train,Log viscosity,cP,"[209.0, 766.0]","[0.8, 0.2]"
0.1718,308.15,train,Log viscosity,cP,"[209.0, 766.0]","[0.9, 0.1]"
0.2661,298.15,train,Log viscosity,cP,[209.0],"[0.0, 1.0]"
0.2827,298.15,train,Log viscosity,cP,"[210.0, 209.0]","[0.1, 0.9]"
0.3001,298.15,train,Log viscosity,cP,"[210.0, 209.0]","[0.2, 0.8]"
0.3161,298.15,train,Log viscosity,cP,"[210.0, 209.0]","[0.3, 0.7]"
0.2524,310.65,train,Log viscosity,cP,"[210.0, 209.0]","[0.39, 0.61]"
0.3313,303.15,train,Log viscosity,cP,"[210.0, 209.0]","[0.4, 0.6]"
0.271,308.15,train,Log viscosity,cP,"[210.0, 209.0]","[0.403, 0.597]"
0.2805,308.15,train,Log viscosity,cP,"[210.0, 209.0]","[0.4106, 0.5894]"
0.2949,307.7333333333333,train,Log viscosity,cP,"[210.0, 209.0]","[0.5, 0.5]"
0.3752,298.15,train,Log viscosity,cP,"[210.0, 209.0]","[0.6, 0.4]"
0.3909,298.15,train,Log viscosity,cP,"[210.0, 209.0]","[0.7, 0.3]"
0.4146,298.15,train,Log viscosity,cP,"[210.0, 209.0]","[0.8, 0.2]"
0.4353,298.15,train,Log viscosity,cP,"[210.0, 209.0]","[0.9, 0.1]"
0.4557,298.15,train,Log viscosity,cP,[210.0],"[1.0, 0.0]"
0.4349,308.15,train,Log viscosity,cP,[515.0],"[0.0, 1.0]"
0.4259,308.15,test,Log viscosity,cP,"[210.0, 515.0]","[0.1, 0.9]"
0.4207,308.15,test,Log viscosity,cP,"[210.0, 515.0]","[0.2, 0.8]"
0.4157,308.15,test,Log viscosity,cP,"[210.0, 515.0]","[0.3, 0.7]"
0.4106,308.15,test,Log viscosity,cP,"[210.0, 515.0]","[0.4, 0.6]"
0.4068,308.15,test,Log viscosity,cP,"[210.0, 515.0]","[0.5, 0.5]"
0.4031,308.15,test,Log viscosity,cP,"[210.0, 515.0]","[0.6, 0.4]"
0.4001,308.15,test,Log viscosity,cP,"[210.0, 515.0]","[0.7, 0.3]"
0.3974,308.15,test,Log viscosity,cP,"[210.0, 515.0]","[0.8, 0.2]"
0.3949,308.15,test,Log viscosity,cP,"[210.0, 515.0]","[0.9, 0.1]"
0.3932,308.15,train,Log viscosity,cP,[210.0],"[1.0, 0.0]"
-0.1828,308.15,train,Log viscosity,cP,"[210.0, 753.0]","[0.1, 0.9]"
-0.1308,308.15,train,Log viscosity,cP,"[210.0, 753.0]","[0.2, 0.8]"
-0.0796,308.15,train,Log viscosity,cP,"[210.0, 753.0]","[0.3, 0.7]"
-0.0354,308.15,train,Log viscosity,cP,"[210.0, 753.0]","[0.4, 0.6]"
0.0094,308.15,train,Log viscosity,cP,"[210.0, 753.0]","[0.5, 0.5]"
0.0739,308.15,train,Log viscosity,cP,"[210.0, 753.0]","[0.6, 0.4]"
0.1423,308.15,train,Log viscosity,cP,"[210.0, 753.0]","[0.7, 0.3]"
0.2082,308.15,train,Log viscosity,cP,"[210.0, 753.0]","[0.8, 0.2]"
0.2836,308.15,train,Log viscosity,cP,"[210.0, 753.0]","[0.9, 0.1]"
-0.0881,308.15,train,Log viscosity,cP,"[210.0, 760.0]","[0.1, 0.9]"
-0.0561,308.15,train,Log viscosity,cP,"[210.0, 760.0]","[0.2, 0.8]"
-0.019,308.15,train,Log viscosity,cP,"[210.0, 760.0]","[0.3, 0.7]"
0.0343,308.15,train,Log viscosity,cP,"[210.0, 760.0]","[0.4, 0.6]"
0.0653,308.15,train,Log viscosity,cP,"[210.0, 760.0]","[0.5, 0.5]"
0.1153,308.15,train,Log viscosity,cP,"[210.0, 760.0]","[0.6, 0.4]"
0.1793,308.15,train,Log viscosity,cP,"[210.0, 760.0]","[0.7, 0.3]"
0.2337,308.15,train,Log viscosity,cP,"[210.0, 760.0]","[0.8, 0.2]"
0.3012,308.15,train,Log viscosity,cP,"[210.0, 760.0]","[0.9, 0.1]"
-0.0096,308.15,train,Log viscosity,cP,"[210.0, 766.0]","[0.1, 0.9]"
0.0154,308.15,train,Log viscosity,cP,"[210.0, 766.0]","[0.2, 0.8]"
0.0467,308.15,train,Log viscosity,cP,"[210.0, 766.0]","[0.3, 0.7]"
0.0841,308.15,train,Log viscosity,cP,"[210.0, 766.0]","[0.4, 0.6]"
0.1186,308.15,train,Log viscosity,cP,"[210.0, 766.0]","[0.5, 0.5]"
0.1534,308.15,train,Log viscosity,cP,"[210.0, 766.0]","[0.6, 0.4]"
0.2012,308.15,train,Log viscosity,cP,"[210.0, 766.0]","[0.7, 0.3]"
0.2579,308.15,train,Log viscosity,cP,"[210.0, 766.0]","[0.8, 0.2]"
0.315,308.15,train,Log viscosity,cP,"[210.0, 766.0]","[0.9, 0.1]"
-0.3937,298.0,train,Log viscosity,cP,[211.0],"[1.0, 0.0]"
0.0199,308.15,train,Log viscosity,cP,[350.0],"[0.0, 1.0]"
0.0185,308.15,train,Log viscosity,cP,"[212.0, 350.0]","[0.1, 0.9]"
0.0169,308.15,train,Log viscosity,cP,"[212.0, 350.0]","[0.2, 0.8]"
0.0153,308.15,train,Log viscosity,cP,"[212.0, 350.0]","[0.3, 0.7]"
0.0136,308.15,train,Log viscosity,cP,"[212.0, 350.0]","[0.4, 0.6]"
0.012,308.15,train,Log viscosity,cP,"[212.0, 350.0]","[0.5, 0.5]"
0.0103,308.15,train,Log viscosity,cP,"[212.0, 350.0]","[0.6, 0.4]"
0.0085,308.15,train,Log viscosity,cP,"[212.0, 350.0]","[0.7, 0.3]"
0.0071,308.15,train,Log viscosity,cP,"[212.0, 350.0]","[0.8, 0.2]"
0.0054,308.15,train,Log viscosity,cP,"[212.0, 350.0]","[0.9, 0.1]"
0.0035,308.15,train,Log viscosity,cP,[212.0],"[1.0, 0.0]"
0.1607,310.65,train,Log viscosity,cP,[507.0],"[0.0, 1.0]"
0.0509,310.65,train,Log viscosity,cP,"[212.0, 507.0]","[0.1, 0.9]"
-0.0185,310.65,train,Log viscosity,cP,"[212.0, 507.0]","[0.2, 0.8]"
-0.0622,310.65,train,Log viscosity,cP,"[212.0, 507.0]","[0.3, 0.7]"
-0.0844,310.65,train,Log viscosity,cP,"[212.0, 507.0]","[0.4, 0.6]"
-0.0949,310.65,train,Log viscosity,cP,"[212.0, 507.0]","[0.5, 0.5]"
-0.0941,310.65,train,Log viscosity,cP,"[212.0, 507.0]","[0.6, 0.4]"
-0.0888,310.65,train,Log viscosity,cP,"[212.0, 507.0]","[0.7, 0.3]"
-0.0706,310.65,train,Log viscosity,cP,"[212.0, 507.0]","[0.8, 0.2]"
-0.0422,310.65,train,Log viscosity,cP,"[212.0, 507.0]","[0.9, 0.1]"
-0.0098,310.65,train,Log viscosity,cP,[212.0],"[1.0, 0.0]"
-0.5873,313.15,train,Log viscosity,cP,[723.0],"[0.0, 1.0]"
-0.547,313.15,train,Log viscosity,cP,"[212.0, 723.0]","[0.1, 0.9]"
-0.5047,313.15,train,Log viscosity,cP,"[212.0, 723.0]","[0.2, 0.8]"
-0.4591,313.15,train,Log viscosity,cP,"[212.0, 723.0]","[0.3, 0.7]"
-0.4117,313.15,train,Log viscosity,cP,"[212.0, 723.0]","[0.4, 0.6]"
-0.3599,313.15,train,Log viscosity,cP,"[212.0, 723.0]","[0.5, 0.5]"
-0.3032,313.15,train,Log viscosity,cP,"[212.0, 723.0]","[0.6, 0.4]"
-0.2408,313.15,train,Log viscosity,cP,"[212.0, 723.0]","[0.7, 0.3]"
-0.1743,313.15,train,Log viscosity,cP,"[212.0, 723.0]","[0.8, 0.2]"
-0.1046,313.15,train,Log viscosity,cP,"[212.0, 723.0]","[0.9, 0.1]"
-0.0273,313.15,train,Log viscosity,cP,[212.0],"[1.0, 0.0]"
-0.481,313.15,test,Log viscosity,cP,[733.0],"[0.0, 1.0]"
-0.4578,313.15,train,Log viscosity,cP,"[212.0, 733.0]","[0.1, 0.9]"
-0.4285,313.15,train,Log viscosity,cP,"[212.0, 733.0]","[0.2, 0.8]"
-0.3988,313.15,train,Log viscosity,cP,"[212.0, 733.0]","[0.3, 0.7]"
-0.3633,313.15,train,Log viscosity,cP,"[212.0, 733.0]","[0.4, 0.6]"
-0.3233,313.15,train,Log viscosity,cP,"[212.0, 733.0]","[0.5, 0.5]"
-0.2764,313.15,train,Log viscosity,cP,"[212.0, 733.0]","[0.6, 0.4]"
-0.2218,313.15,train,Log viscosity,cP,"[212.0, 733.0]","[0.7, 0.3]"
-0.161,313.15,train,Log viscosity,cP,"[212.0, 733.0]","[0.8, 0.2]"
-0.0957,313.15,train,Log viscosity,cP,"[212.0, 733.0]","[0.9, 0.1]"
-0.3737,313.15,train,Log viscosity,cP,[743.0],"[0.0, 1.0]"
-0.3679,313.15,train,Log viscosity,cP,"[212.0, 743.0]","[0.1, 0.9]"
-0.3597,313.15,train,Log viscosity,cP,"[212.0, 743.0]","[0.2, 0.8]"
-0.348,313.15,train,Log viscosity,cP,"[212.0, 743.0]","[0.3, 0.7]"
-0.326,313.15,train,Log viscosity,cP,"[212.0, 743.0]","[0.4, 0.6]"
-0.2946,313.15,train,Log viscosity,cP,"[212.0, 743.0]","[0.5, 0.5]"
-0.256,313.15,train,Log viscosity,cP,"[212.0, 743.0]","[0.6, 0.4]"
-0.2107,313.15,train,Log viscosity,cP,"[212.0, 743.0]","[0.7, 0.3]"
-0.1577,313.15,train,Log viscosity,cP,"[212.0, 743.0]","[0.8, 0.2]"
-0.0971,313.15,train,Log viscosity,cP,"[212.0, 743.0]","[0.9, 0.1]"
1.34,308.15,train,Log viscosity,cP,[1124.0],"[0.0, 1.0]"
1.2666,308.15,train,Log viscosity,cP,"[212.0, 1124.0]","[0.1, 0.9]"
1.1823,308.15,train,Log viscosity,cP,"[212.0, 1124.0]","[0.2, 0.8]"
1.0818,308.15,train,Log viscosity,cP,"[212.0, 1124.0]","[0.3, 0.7]"
0.9726,308.15,train,Log viscosity,cP,"[212.0, 1124.0]","[0.4, 0.6]"
0.848,308.15,train,Log viscosity,cP,"[212.0, 1124.0]","[0.5, 0.5]"
0.7073,308.15,train,Log viscosity,cP,"[212.0, 1124.0]","[0.6, 0.4]"
0.5401,308.15,train,Log viscosity,cP,"[212.0, 1124.0]","[0.7, 0.3]"
0.353,308.15,train,Log viscosity,cP,"[212.0, 1124.0]","[0.8, 0.2]"
0.1368,308.15,train,Log viscosity,cP,"[212.0, 1124.0]","[0.9, 0.1]"
0.1794,318.15,train,Log viscosity,cP,"[212.0, 804.0]","[0.28, 0.72]"
0.1195,318.15,train,Log viscosity,cP,"[212.0, 804.0]","[0.38, 0.62]"
0.0673,318.15,train,Log viscosity,cP,"[212.0, 804.0]","[0.48, 0.52]"
0.023,318.15,train,Log viscosity,cP,"[212.0, 804.0]","[0.58, 0.42]"
-0.0082,318.15,train,Log viscosity,cP,"[212.0, 804.0]","[0.68, 0.32]"
-0.0313,318.15,train,Log viscosity,cP,"[212.0, 804.0]","[0.78, 0.22]"
0.0512,308.15,train,Log viscosity,cP,[825.0],"[0.0, 1.0]"
0.0219,308.15,train,Log viscosity,cP,"[212.0, 825.0]","[0.1, 0.9]"
-0.0027,308.15,train,Log viscosity,cP,"[212.0, 825.0]","[0.2, 0.8]"
-0.0158,308.15,train,Log viscosity,cP,"[212.0, 825.0]","[0.3, 0.7]"
-0.0218,308.15,train,Log viscosity,cP,"[212.0, 825.0]","[0.4, 0.6]"
-0.0268,308.15,train,Log viscosity,cP,"[212.0, 825.0]","[0.5, 0.5]"
-0.0297,308.15,train,Log viscosity,cP,"[212.0, 825.0]","[0.6, 0.4]"
-0.0301,308.15,train,Log viscosity,cP,"[212.0, 825.0]","[0.7, 0.3]"
-0.0287,308.15,train,Log viscosity,cP,"[212.0, 825.0]","[0.8, 0.2]"
-0.0208,308.15,train,Log viscosity,cP,"[212.0, 825.0]","[0.9, 0.1]"
0.2564,310.65,train,Log viscosity,cP,[830.0],"[0.0, 1.0]"
0.2085,310.65,train,Log viscosity,cP,"[212.0, 830.0]","[0.1, 0.9]"
0.1342,310.65,train,Log viscosity,cP,"[212.0, 830.0]","[0.2, 0.8]"
0.0618,310.65,train,Log viscosity,cP,"[212.0, 830.0]","[0.3, 0.7]"
0.018,310.65,train,Log viscosity,cP,"[212.0, 830.0]","[0.4, 0.6]"
-0.0017,310.65,train,Log viscosity,cP,"[212.0, 830.0]","[0.5, 0.5]"
-0.0126,310.65,train,Log viscosity,cP,"[212.0, 830.0]","[0.6, 0.4]"
-0.0227,310.65,train,Log viscosity,cP,"[212.0, 830.0]","[0.7, 0.3]"
-0.0265,310.65,train,Log viscosity,cP,"[212.0, 830.0]","[0.8, 0.2]"
-0.0196,310.65,train,Log viscosity,cP,"[212.0, 830.0]","[0.9, 0.1]"
-0.1258,308.15,train,Log viscosity,cP,"[212.0, 893.0]","[0.17, 0.83]"
-0.1417,308.15,train,Log viscosity,cP,"[212.0, 893.0]","[0.27, 0.73]"
-0.144,308.15,train,Log viscosity,cP,"[212.0, 893.0]","[0.37, 0.63]"
-0.1408,308.15,train,Log viscosity,cP,"[212.0, 893.0]","[0.47, 0.53]"
-0.1277,308.15,train,Log viscosity,cP,"[212.0, 893.0]","[0.57, 0.43]"
-0.1064,308.15,train,Log viscosity,cP,"[212.0, 893.0]","[0.67, 0.33]"
-0.0798,308.15,train,Log viscosity,cP,"[212.0, 893.0]","[0.77, 0.23]"
0.1575,308.15,train,Log viscosity,cP,[894.0],"[0.0, 1.0]"
0.1437,308.15,train,Log viscosity,cP,"[212.0, 894.0]","[0.1, 0.9]"
0.1291,308.15,train,Log viscosity,cP,"[212.0, 894.0]","[0.2, 0.8]"
0.1126,308.15,train,Log viscosity,cP,"[212.0, 894.0]","[0.3, 0.7]"
0.0953,308.15,train,Log viscosity,cP,"[212.0, 894.0]","[0.4, 0.6]"
0.0762,308.15,train,Log viscosity,cP,"[212.0, 894.0]","[0.5, 0.5]"
0.0576,308.15,train,Log viscosity,cP,"[212.0, 894.0]","[0.6, 0.4]"
0.0392,308.15,train,Log viscosity,cP,"[212.0, 894.0]","[0.7, 0.3]"
0.0228,308.15,train,Log viscosity,cP,"[212.0, 894.0]","[0.8, 0.2]"
0.0065,308.15,train,Log viscosity,cP,"[212.0, 894.0]","[0.9, 0.1]"
0.2047,308.15,train,Log viscosity,cP,[899.0],"[0.0, 1.0]"
0.1868,308.15,test,Log viscosity,cP,"[212.0, 899.0]","[0.1, 0.9]"
0.1687,308.15,test,Log viscosity,cP,"[212.0, 899.0]","[0.2, 0.8]"
0.1493,308.15,test,Log viscosity,cP,"[212.0, 899.0]","[0.3, 0.7]"
0.1292,308.15,test,Log viscosity,cP,"[212.0, 899.0]","[0.4, 0.6]"
0.1087,308.15,test,Log viscosity,cP,"[212.0, 899.0]","[0.5, 0.5]"
0.0878,308.15,test,Log viscosity,cP,"[212.0, 899.0]","[0.6, 0.4]"
0.067,308.15,test,Log viscosity,cP,"[212.0, 899.0]","[0.7, 0.3]"
0.0448,308.15,test,Log viscosity,cP,"[212.0, 899.0]","[0.8, 0.2]"
0.0236,308.15,test,Log viscosity,cP,"[212.0, 899.0]","[0.9, 0.1]"
0.0931,308.15,train,Log viscosity,cP,[900.0],"[0.0, 1.0]"
0.0798,308.15,train,Log viscosity,cP,"[212.0, 900.0]","[0.1, 0.9]"
0.067,308.15,train,Log viscosity,cP,"[212.0, 900.0]","[0.2, 0.8]"
0.0549,308.15,train,Log viscosity,cP,"[212.0, 900.0]","[0.3, 0.7]"
0.0423,308.15,train,Log viscosity,cP,"[212.0, 900.0]","[0.4, 0.6]"
0.03,308.15,train,Log viscosity,cP,"[212.0, 900.0]","[0.5, 0.5]"
0.0182,308.15,train,Log viscosity,cP,"[212.0, 900.0]","[0.6, 0.4]"
0.0088,308.15,train,Log viscosity,cP,"[212.0, 900.0]","[0.7, 0.3]"
-0.0002,308.15,train,Log viscosity,cP,"[212.0, 900.0]","[0.8, 0.2]"
-0.0053,308.15,train,Log viscosity,cP,"[212.0, 900.0]","[0.9, 0.1]"
0.6896,308.15,train,Log viscosity,cP,[1125.0],"[0.0, 1.0]"
0.6249,308.15,test,Log viscosity,cP,"[212.0, 1125.0]","[0.1, 0.9]"
0.5615,308.15,test,Log viscosity,cP,"[212.0, 1125.0]","[0.2, 0.8]"
0.4881,308.15,test,Log viscosity,cP,"[212.0, 1125.0]","[0.3, 0.7]"
0.4164,308.15,test,Log viscosity,cP,"[212.0, 1125.0]","[0.4, 0.6]"
0.3347,308.15,test,Log viscosity,cP,"[212.0, 1125.0]","[0.5, 0.5]"
0.2598,308.15,test,Log viscosity,cP,"[212.0, 1125.0]","[0.6, 0.4]"
0.1684,308.15,test,Log viscosity,cP,"[212.0, 1125.0]","[0.7, 0.3]"
0.09,308.15,test,Log viscosity,cP,"[212.0, 1125.0]","[0.8, 0.2]"
0.017,308.15,test,Log viscosity,cP,"[212.0, 1125.0]","[0.9, 0.1]"
-0.397,308.15,train,Log viscosity,cP,[910.0],"[0.0, 1.0]"
-0.3688,308.15,train,Log viscosity,cP,"[212.0, 910.0]","[0.1, 0.9]"
-0.3351,308.15,train,Log viscosity,cP,"[212.0, 910.0]","[0.2, 0.8]"
-0.3067,308.15,train,Log viscosity,cP,"[212.0, 910.0]","[0.3, 0.7]"
-0.273,308.15,train,Log viscosity,cP,"[212.0, 910.0]","[0.4, 0.6]"
-0.2423,308.15,train,Log viscosity,cP,"[212.0, 910.0]","[0.5, 0.5]"
-0.2073,308.15,train,Log viscosity,cP,"[212.0, 910.0]","[0.6, 0.4]"
-0.1645,308.15,train,Log viscosity,cP,"[212.0, 910.0]","[0.7, 0.3]"
-0.115,308.15,train,Log viscosity,cP,"[212.0, 910.0]","[0.8, 0.2]"
-0.064,308.15,train,Log viscosity,cP,"[212.0, 910.0]","[0.9, 0.1]"
-0.0138,318.15,train,Log viscosity,cP,"[212.0, 932.0]","[0.31, 0.69]"
-0.0167,318.15,train,Log viscosity,cP,"[212.0, 932.0]","[0.41, 0.59]"
-0.023,318.15,train,Log viscosity,cP,"[212.0, 932.0]","[0.51, 0.49]"
-0.0269,318.15,train,Log viscosity,cP,"[212.0, 932.0]","[0.61, 0.39]"
-0.0322,318.15,train,Log viscosity,cP,"[212.0, 932.0]","[0.71, 0.29]"
-0.0371,318.15,train,Log viscosity,cP,"[212.0, 932.0]","[0.81, 0.19]"
-0.0436,318.15,train,Log viscosity,cP,"[212.0, 932.0]","[0.91, 0.09]"
-0.3445,310.65,train,Log viscosity,cP,"[212.0, 942.0]","[0.04, 0.96]"
-0.3262,310.65,train,Log viscosity,cP,"[212.0, 942.0]","[0.14, 0.86]"
0.6168,308.15,train,Log viscosity,cP,[1126.0],"[0.0, 1.0]"
0.6325,308.15,train,Log viscosity,cP,"[212.0, 1126.0]","[0.1, 0.9]"
0.6212,308.15,train,Log viscosity,cP,"[212.0, 1126.0]","[0.2, 0.8]"
0.5792,308.15,train,Log viscosity,cP,"[212.0, 1126.0]","[0.3, 0.7]"
0.5247,308.15,train,Log viscosity,cP,"[212.0, 1126.0]","[0.4, 0.6]"
0.4362,308.15,train,Log viscosity,cP,"[212.0, 1126.0]","[0.5, 0.5]"
0.3485,308.15,train,Log viscosity,cP,"[212.0, 1126.0]","[0.6, 0.4]"
0.2634,308.15,train,Log viscosity,cP,"[212.0, 1126.0]","[0.7, 0.3]"
0.1623,308.15,train,Log viscosity,cP,"[212.0, 1126.0]","[0.8, 0.2]"
0.0689,308.15,train,Log viscosity,cP,"[212.0, 1126.0]","[0.9, 0.1]"
-0.2446,313.15,train,Log viscosity,cP,"[212.0, 975.0]","[0.1, 0.9]"
-0.2225,313.15,train,Log viscosity,cP,"[212.0, 975.0]","[0.2, 0.8]"
-0.1994,313.15,train,Log viscosity,cP,"[212.0, 975.0]","[0.3, 0.7]"
-0.1755,313.15,train,Log viscosity,cP,"[212.0, 975.0]","[0.4, 0.6]"
-0.1509,313.15,train,Log viscosity,cP,"[212.0, 975.0]","[0.5, 0.5]"
-0.1259,313.15,train,Log viscosity,cP,"[212.0, 975.0]","[0.6, 0.4]"
-0.1005,313.15,train,Log viscosity,cP,"[212.0, 975.0]","[0.7, 0.3]"
-0.0749,313.15,train,Log viscosity,cP,"[212.0, 975.0]","[0.8, 0.2]"
-0.0492,313.15,train,Log viscosity,cP,"[212.0, 975.0]","[0.9, 0.1]"
-0.2577,313.15,train,Log viscosity,cP,"[212.0, 977.0]","[0.1, 0.9]"
-0.2274,313.15,train,Log viscosity,cP,"[212.0, 977.0]","[0.2, 0.8]"
-0.1985,313.15,train,Log viscosity,cP,"[212.0, 977.0]","[0.3, 0.7]"
-0.1706,313.15,train,Log viscosity,cP,"[212.0, 977.0]","[0.4, 0.6]"
-0.1438,313.15,train,Log viscosity,cP,"[212.0, 977.0]","[0.5, 0.5]"
-0.118,313.15,train,Log viscosity,cP,"[212.0, 977.0]","[0.6, 0.4]"
-0.0931,313.15,train,Log viscosity,cP,"[212.0, 977.0]","[0.7, 0.3]"
-0.0692,313.15,train,Log viscosity,cP,"[212.0, 977.0]","[0.8, 0.2]"
-0.0461,313.15,train,Log viscosity,cP,"[212.0, 977.0]","[0.9, 0.1]"
-0.2735,313.15,train,Log viscosity,cP,"[212.0, 979.0]","[0.1, 0.9]"
-0.2422,313.15,train,Log viscosity,cP,"[212.0, 979.0]","[0.2, 0.8]"
-0.2118,313.15,train,Log viscosity,cP,"[212.0, 979.0]","[0.3, 0.7]"
-0.1823,313.15,train,Log viscosity,cP,"[212.0, 979.0]","[0.4, 0.6]"
-0.1537,313.15,train,Log viscosity,cP,"[212.0, 979.0]","[0.5, 0.5]"
-0.1261,313.15,train,Log viscosity,cP,"[212.0, 979.0]","[0.6, 0.4]"
-0.0992,313.15,train,Log viscosity,cP,"[212.0, 979.0]","[0.7, 0.3]"
-0.0732,313.15,train,Log viscosity,cP,"[212.0, 979.0]","[0.8, 0.2]"
-0.0481,313.15,train,Log viscosity,cP,"[212.0, 979.0]","[0.9, 0.1]"
0.8556,308.15,train,Log viscosity,cP,[983.0],"[0.0, 1.0]"
0.8025,308.15,train,Log viscosity,cP,"[212.0, 983.0]","[0.1, 0.9]"
0.7226,308.15,train,Log viscosity,cP,"[212.0, 983.0]","[0.2, 0.8]"
0.6426,308.15,train,Log viscosity,cP,"[212.0, 983.0]","[0.3, 0.7]"
0.533,308.15,train,Log viscosity,cP,"[212.0, 983.0]","[0.4, 0.6]"
0.4302,308.15,train,Log viscosity,cP,"[212.0, 983.0]","[0.5, 0.5]"
0.33,308.15,train,Log viscosity,cP,"[212.0, 983.0]","[0.6, 0.4]"
0.2333,308.15,train,Log viscosity,cP,"[212.0, 983.0]","[0.7, 0.3]"
0.1483,308.15,train,Log viscosity,cP,"[212.0, 983.0]","[0.8, 0.2]"
0.0917,308.15,train,Log viscosity,cP,"[212.0, 983.0]","[0.9, 0.1]"
-0.2931,313.15,train,Log viscosity,cP,"[212.0, 984.0]","[0.1, 0.9]"
-0.2584,313.15,train,Log viscosity,cP,"[212.0, 984.0]","[0.2, 0.8]"
-0.2257,313.15,train,Log viscosity,cP,"[212.0, 984.0]","[0.3, 0.7]"
-0.1943,313.15,train,Log viscosity,cP,"[212.0, 984.0]","[0.4, 0.6]"
-0.1641,313.15,train,Log viscosity,cP,"[212.0, 984.0]","[0.5, 0.5]"
-0.1357,313.15,train,Log viscosity,cP,"[212.0, 984.0]","[0.6, 0.4]"
-0.1072,313.15,train,Log viscosity,cP,"[212.0, 984.0]","[0.7, 0.3]"
-0.0798,313.15,train,Log viscosity,cP,"[212.0, 984.0]","[0.8, 0.2]"
-0.0531,313.15,train,Log viscosity,cP,"[212.0, 984.0]","[0.9, 0.1]"
-0.0868,310.65,train,Log viscosity,cP,[990.0],"[0.0, 1.0]"
-0.0629,310.65,train,Log viscosity,cP,"[212.0, 990.0]","[0.1, 0.9]"
-0.0438,310.65,train,Log viscosity,cP,"[212.0, 990.0]","[0.2, 0.8]"
-0.0263,310.65,train,Log viscosity,cP,"[212.0, 990.0]","[0.3, 0.7]"
-0.0123,310.65,train,Log viscosity,cP,"[212.0, 990.0]","[0.4, 0.6]"
0.0028,310.65,train,Log viscosity,cP,"[212.0, 990.0]","[0.5, 0.5]"
0.0143,310.65,train,Log viscosity,cP,"[212.0, 990.0]","[0.6, 0.4]"
0.0143,310.65,train,Log viscosity,cP,"[212.0, 990.0]","[0.7, 0.3]"
0.0109,310.65,train,Log viscosity,cP,"[212.0, 990.0]","[0.8, 0.2]"
0.0063,310.65,train,Log viscosity,cP,"[212.0, 990.0]","[0.9, 0.1]"
-0.2832,308.15,train,Log viscosity,cP,[994.0],"[0.0, 1.0]"
-0.2451,308.15,train,Log viscosity,cP,"[212.0, 994.0]","[0.1, 0.9]"
-0.2094,308.15,train,Log viscosity,cP,"[212.0, 994.0]","[0.2, 0.8]"
-0.1766,308.15,train,Log viscosity,cP,"[212.0, 994.0]","[0.3, 0.7]"
-0.1462,308.15,train,Log viscosity,cP,"[212.0, 994.0]","[0.4, 0.6]"
-0.1172,308.15,train,Log viscosity,cP,"[212.0, 994.0]","[0.5, 0.5]"
-0.0903,308.15,train,Log viscosity,cP,"[212.0, 994.0]","[0.6, 0.4]"
-0.0652,308.15,train,Log viscosity,cP,"[212.0, 994.0]","[0.7, 0.3]"
-0.041,308.15,train,Log viscosity,cP,"[212.0, 994.0]","[0.8, 0.2]"
-0.0182,308.15,train,Log viscosity,cP,"[212.0, 994.0]","[0.9, 0.1]"
-0.2069,313.15,train,Log viscosity,cP,[997.0],"[0.0, 1.0]"
-0.1954,313.15,train,Log viscosity,cP,"[212.0, 997.0]","[0.1, 0.9]"
-0.1812,313.15,train,Log viscosity,cP,"[212.0, 997.0]","[0.2, 0.8]"
-0.1653,313.15,train,Log viscosity,cP,"[212.0, 997.0]","[0.3, 0.7]"
-0.1495,313.15,train,Log viscosity,cP,"[212.0, 997.0]","[0.4, 0.6]"
-0.1329,313.15,train,Log viscosity,cP,"[212.0, 997.0]","[0.5, 0.5]"
-0.1155,313.15,train,Log viscosity,cP,"[212.0, 997.0]","[0.6, 0.4]"
-0.0971,313.15,train,Log viscosity,cP,"[212.0, 997.0]","[0.7, 0.3]"
-0.0768,313.15,train,Log viscosity,cP,"[212.0, 997.0]","[0.8, 0.2]"
-0.053,313.15,train,Log viscosity,cP,"[212.0, 997.0]","[0.9, 0.1]"
0.0434,308.15,train,Log viscosity,cP,[1002.0],"[0.0, 1.0]"
0.0395,308.15,train,Log viscosity,cP,"[212.0, 1002.0]","[0.1, 0.9]"
0.0355,308.15,train,Log viscosity,cP,"[212.0, 1002.0]","[0.2, 0.8]"
0.0317,308.15,train,Log viscosity,cP,"[212.0, 1002.0]","[0.3, 0.7]"
0.0276,308.15,train,Log viscosity,cP,"[212.0, 1002.0]","[0.4, 0.6]"
0.0235,308.15,train,Log viscosity,cP,"[212.0, 1002.0]","[0.5, 0.5]"
0.0198,308.15,train,Log viscosity,cP,"[212.0, 1002.0]","[0.6, 0.4]"
0.0157,308.15,train,Log viscosity,cP,"[212.0, 1002.0]","[0.7, 0.3]"
0.0115,308.15,train,Log viscosity,cP,"[212.0, 1002.0]","[0.8, 0.2]"
0.0076,308.15,train,Log viscosity,cP,"[212.0, 1002.0]","[0.9, 0.1]"
