compound_id,smiles
685,O=C(Oc1ccccc1)c1ccccc1O
686,NC(=O)c1ccccc1O
687,C[NH2+]CCC=C1c2ccccc2CCc2ccccc21.[Cl-]
688,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O
689,CN(C)CCCO
690,CC(O)CN(C)C
691,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1
692,C1CCNC1
693,OCCC(O)CO
694,OCC(O)C(O)CO
695,O=CC=Cc1ccccc1
696,COc1ccc(C=O)cc1
697,CC(C)Cc1ccccc1
698,CCCC[n+]1ccccc1.F[B-](F)(F)F
699,CCCCCCCC[n+]1ccccc1.F[B-](F)(F)F
700,c1ncncn1
701,O=C(O)CCCCC(=O)O
702,OCCN1CCOCC1
703,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO
704,[Cl-].[Rb+]
705,[Cl-].[Cs+]
706,[I-].[Na+]
707,[I-].[K+]
708,[I-].[Rb+]
709,[Cs+].[I-]
710,CC1=CC(=O)c2ccccc2C1=O
711,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F
712,CN1CCOCC1
713,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.[Na+]
714,C1CNCCN1
715,O=C(c1ccccc1)N(O)c1ccccc1
716,O=C1CCCCO1
717,O=C1CCCCCO1
718,CCCBr
719,CCCCCBr
720,CCCC(=O)OCCC(C)C
721,CCOC(=O)Cc1ccccc1
722,CCCCCCCC(=O)OCC
723,CCOC(=O)CC(C)C
724,CCC(=O)OCc1ccccc1
725,CNC(N)=O
726,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
727,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
728,C1N2CN3CN1CN(C2)C3
729,O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-].[Na+].[Na+]
730,O=[Cr](=O)([O-])[O-].[Na+].[Na+]
731,Clc1cccc(Cl)c1
732,Clc1ccc(Cl)c(Cl)c1
733,Cc1ccccc1Cl
734,Cc1cccc(Cl)c1
735,Cc1ccc(Cl)cc1
736,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
737,C=C(C)C(=O)OC
738,CCC(=O)c1ccccc1
739,CC(=O)c1ccc(C)cc1
740,CC(=O)[O-].CC(=O)[O-].[Mg+2]
741,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2]
742,COS(=O)(=O)[O-].Cn1cc[n+](C)c1
743,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1
744,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[Na+].[Na+]
745,CCCCn1cc[n+](C)c1C.[N-]=[N+]=[N-]
746,O=C[C@H](O)[C@@H](O)[C@H](O)CO
747,O=C[C@H](O)[C@H](O)[C@H](O)CO
748,Oc1cccc(O)c1
749,CCCCC1CCCCC1
750,C=CCN(CC=C)C(=O)C(Cl)Cl
751,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
752,CCCCCc1ccc(C2CCC(CCC)CC2)cc1
753,CC(=O)Oc1ccccc1C(=O)O
754,C=CCCCCCC
755,CCC[n+]1ccccc1.F[B-](F)(F)F
756,NCCCCCCN
757,[Cd+2].[Cl-].[Cl-]
758,CC(N)C(=O)O
759,CCC(N)C(=O)O
760,CC(=O)OCC(C)C
761,CC[N+](CC)(CC)Cc1ccccc1.[Cl-]
762,C[N+](C)(C)Cc1ccccc1.[Cl-]
763,COC(=O)CCCCl
764,O=C(O)C1CC1
765,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O
766,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O
767,CC(C)NC(C)C
768,CC(C)Br
769,CCCCOCCOCCOCCO
770,CC(CC(C)(C)C)CP(=O)(O)CC(C)CC(C)(C)C
771,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
772,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
773,Nc1ccccc1Cl
774,[F-].[K+]
775,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-]
776,CCCCCCCC(=O)[O-].c1c[nH+]c[nH]1
777,Nc1ccc(S(N)(=O)=O)cc1
778,Nc1ccc(S(=O)(=O)O)cc1
779,O.O.O=C(O)c1cc(S(=O)(=O)O)ccc1O
780,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
781,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-]
782,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-]
783,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
784,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-]
785,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N
786,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
787,CCN1CCCC1=O
788,CNC(=O)NC
789,CCCCn1cc[n+](C)c1.N#CN=C=[N-]
790,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N
791,CCN(CCO)CCO
792,CCCCN(CCO)CCO
793,C=C(C)[C@H]1CC=C(C)CC1
794,CCCOC=O
795,C[C@H](O)CN
796,CC(=O)OC(C)(C)C
797,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
798,CCCCCCCN
799,CCCCCCl
800,CCCCCCCCl
801,O=C([O-])CC(O)(CC(=O)O)C(=O)O.[K+]
802,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+]
803,Cn1cc[n+](CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F
804,Cn1cc[n+](CCCC#N)c1.O=S(=O)([O-])C(F)(F)F
805,O=C([O-])[C@@H]1CCCN1.[Na+]
806,CCC[n+]1ccn(C)c1.F[B-](F)(F)F
807,CCCn1cc[n+](C)c1.COS(=O)(=O)[O-]
808,Cl.NNC(N)=O
809,CCOC(=O)CC#N
810,CCOC(=O)[C@@H](O)[C@H](O)C(=O)OCC
811,CCC(=O)O.OCCNCCO
812,F[B-](F)(F)F.[Na+]
813,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Y+3]
814,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ce+3]
815,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Nd+3]
816,CC(=O)[O-].C[NH+]1C=CN=C1
817,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C
818,CCCCCCCCCCCC[N+](C)(C)CC.[Br-]
819,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-]
820,Fc1ccccc1
821,CCC(=O)[O-].C[N+](C)(C)CCO
822,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO
823,C[N+](C)(C)CCO.O=C([O-])CC(=O)O
824,CCCCCC(=O)[O-].C[N+](C)(C)CCO
825,OCCOc1ccccc1
826,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
827,[Ba+2].[Cl-].[Cl-]
828,CC(CC(C)(C)C)CC(C)(C)C
829,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
830,CCC(=O)[O-].CC[NH+]1CCNCC1
831,CCCCCCn1cc[n+](C)c1.[Br-]
832,C(=NCCN=Cc1ccccn1)c1ccccn1
833,Oc1ccccc1C=Nc1ccccc1N=Cc1ccccc1O
834,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-]
835,CCCCCCCC[n+]1ccn(C)c1.[Br-]
836,CCCCCCCCCC[n+]1ccn(C)c1.[Br-]
837,CCCC[n+]1ccc(C)cc1.N#C[S-]
838,CCCC[N+]1(C)CCCC1.N#C[S-]
839,CCCC[N+]1(C)CCCCC1.N#C[S-]
840,CC(=O)[O-].[Na+]
841,CC(=O)[O-].[K+]
842,CC(=O)[O-].CC(=O)[O-].[Ca+2]
843,CC(=O)[O-].C[N+]1(CC2CO2)CCCC1=O
844,CC(=O)[O-].CC[NH2+]CC
845,OC[C@@H](O)[C@@H](O)CO
846,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
847,OC[C@@H](O)[C@H](O)[C@@H](O)CO
848,N=C(N)NCCC[C@H](N)C(=O)O
849,CCCCCC(C)C
850,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
851,Cl.N[C@@H](CS)C(=O)O.O
852,CC(=O)[O-].C[NH+](C)C
853,C[NH+](C)C.O=P([O-])(O)O
854,C[NH+](C)C.O=S(=O)([O-])O
855,CC[NH+](CC)CC.O=P([O-])(O)O
856,CC(=O)[O-].CC[NH+](CC)CC
857,CC[NH2+]CC.O=S(=O)([O-])O
858,CC[NH+](CC)CC.O=S(=O)([O-])O
859,C[N+](C)(C)CCCl.[Cl-]
860,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
861,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1
862,N[C@@H](CO)C(=O)[O-].[K+]
863,O=P([O-])([O-])[O-].[H+].[K+].[K+]
864,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
865,CC(=O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@@]12C
866,CCCCOCC
867,CC(O)CN(CC(C)O)CC(C)O
868,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
869,CCCn1cc[n+](C)c1.[Br-]
870,CCCCC[n+]1ccn(C)c1.[Br-]
871,CC(=O)[O-].CCCC[N+](CC)(CC)CC
872,COP(C)(=O)OC
873,CO[PH](=O)OC
874,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
875,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(C)c(CC(=O)[O-])s3)CS[C@H]12)c1csc(N)n1.[Na+].[Na+]
876,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1.Cl.[Cl-]
877,[Al+3].[Cl-].[Cl-].[Cl-]
878,C[NH+]1C=CN=C1.[Cl-]
879,CCCC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl
880,C[n+]1ccn(CCc2ccccc2)c1.Cl[Al-](Cl)(Cl)Cl
881,CCCC[n+]1ccccc1.Cl[Al-](Cl)(Cl)Cl
882,CCCC[n+]1ccc(C)cc1.Cl[Al-](Cl)(Cl)Cl
883,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-]
884,O=BOB([O-])OB([O-])OB=O.[Na+].[Na+]
885,C=CCCCC
886,CCCCCCC(=O)[O-].CC[NH+](C(C)C)C(C)C
887,CCCCCCCC(=O)[O-].CC[NH+](C(C)C)C(C)C
888,CCCCCCCCCC(=O)OCC
889,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-]
890,NC(=O)c1ccccc1
891,O=C(Nc1ccccc1)c1ccccc1
892,NC(N)=S
893,CC(=O)N(C)c1ccccc1
894,O=C(Nc1ccccc1)Nc1ccccc1
895,CCC(N)=O
896,Oc1nc(O)nc(O)n1
897,O=CNc1ccccc1
898,O=C1c2ccccc2C(=O)N1c1ccccc1
899,O=C1NC(=O)c2ccccc21
900,CCCC(N)=O
901,S=C(Nc1ccccc1)Nc1ccccc1
902,OCCCCCCO
903,CCS
904,CC(O)c1ccccc1
905,CCCCC(CC)CO
906,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-]
907,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-]
908,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+]
909,FB(F)F
910,ClCCOCCCl
911,CCCC1c2cc(c(O)c(/N=N/c3cccc(C(=O)O)c3)c2O)C(CCC)c2cc(c(O)c(/N=N/c3cccc(C(=O)O)c3)c2O)C(CCC)c2cc(c(O)c(/N=N/c3cccc(C(=O)O)c3)c2O)C(CCC)c2cc1c(O)c(/N=N/c1cccc(C(=O)O)c1)c2O
912,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F
913,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.[Na+]
914,CCCCOC(=O)C(C)O
915,Nc1ncnc2[nH]cnc12
916,CC(O)CN1CC[NH+](CC(C)O)CC1.CC(O)CN1CC[NH+](CC(C)O)CC1.O=S(=O)([O-])[O-]
917,CC(=O)N1N=C(CSc2nc3ccccc3c(=O)n2-c2ccccc2C)OC1(C)c1ccc(C)cc1
918,C=C(C)C(=O)OCC
919,C=C(C)C(=O)OCCCC
920,O=C(O)c1cc(O)c(O)c(O)c1
921,COc1ccc(C2(C)OC(CSc3nc4ccccc4c(=O)n3-c3ccccc3C)=NN2C(C)=O)cc1
922,CCCC[P+](CCCC)(CCCC)CCCN.C[C@H](N)C(=O)[O-]
923,CC(C)[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCN
924,CC(C)C[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCN
925,COC(=O)[C@H](c1ccccc1Cl)[NH+]1CCc2sccc2C1.O=S(=O)([O-])O
926,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N
927,CCCC[N+]1(C)CCCC1.N#C[N-]C#N
928,CC(O)C(=O)O
929,CN1CCOC1=O
930,CC[N+]1(C)CCCCC1.[Br-]
931,CCC[N+]1(C)CCCCC1.[Br-]
932,CCCC[N+]1(C)CCCCC1.[Br-]
933,CCN(CC)CCO.Cl
934,O=C[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
935,CCCCC(=O)O
936,COC(=O)CCCCC(=O)OC
937,CC1CCC(C)C(C)C1
938,CCCCCCC(=O)O
939,CCCCCCCC(=O)O
940,[Na+].[O-][Cl+3]([O-])([O-])[O-]
941,[K+].[O-][Cl+3]([O-])([O-])[O-]
942,O=C[C@@H](O)[C@H](O)[C@H](O)CO
943,[Br-].[NH4+]
944,OC[C@@H](O)C(O)[C@H](O)CO
945,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO
946,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
947,O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
948,c1cc2c3c(cccc3c1)CC2
949,CSCC[C@H](N)C(=O)O
950,Cc1ccnc(C)c1
951,O=C(O)CO
952,N=C(N)[NH3+].O=S(=O)([O-])C(F)(F)F
953,N#C[S-].[NH4+]
954,CCC(C)c1ccccc1
955,CC[n+]1ccccc1.[Br-]
956,OCC[n+]1ccccc1.[Br-]
957,CC[N+]1(C)CCOCC1.[Br-]
958,C[N+]1(CCO)CCOCC1.[Br-]
959,CC[N+](C)(C)CCO.[Br-]
960,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].C[NH+]1C=CN=C1
961,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCCn1cc[n+](C)c1
962,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1
963,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
964,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1
965,Cn1cc[n+](CC(O)CNCCN(CCNCC(O)C[n+]2ccn(C)c2)CC(O)C[n+]2ccn(C)c2)c1.[Cl-].[Cl-].[Cl-]
966,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
967,c1ccsc1
968,CC[NH+](C)CC.O=S(=O)([O-])C(F)(F)F
969,N[C@@H](CCC(=O)O)C(=O)O
970,CC12CC3CC(C1)CC(C)(C3)C2
971,CCCC[P+](CCCC)(CCCC)CCCC.[Br-]
972,CCCC[P+](CC)(CCCC)CCCC.[Br-]
973,CC(=O)NCC(=O)O
974,CCn1cc[n+](C)c1.N#C[C-](C#N)C#N
975,CC(C)CCOP(=O)(OCCC(C)C)OCCC(C)C
976,Cc1ccc(N)cc1N
977,Cc1c(N)cccc1N
978,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.[Na+]
979,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
980,Cc1ccc(S(=O)(=O)[O-])cc1.O=C1CCC[NH+]1C1CCCCC1
981,O=C1CCC[NH+]1C1CCCCC1.O=S(=O)([O-])c1ccccc1
982,CCC(=O)[O-].C[NH2+]Cc1ccccc1
983,CC1CCCCC1O
984,CC1CCC(O)CC1
985,CC1CCCC(O)C1
986,CCC(=O)OCCN1CCNCC1
987,CC(=O)[O-].[NH4+]
988,CCS(=O)(=O)[O-].[NH4+]
989,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+]
990,C1COCCOCCOCCOCCO1
991,ClCc1ccccc1
992,CCn1cc[n+](C)c1.[Cl-]
993,CC[NH+]=C(N(C)C)N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
994,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C
995,CCCC(CCC)C(=O)[O-].[Na+]
996,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+]
997,CCC(N)C(=O)[O-].[K+]
998,CCC(N)C(=O)[O-].[Na+]
999,NCC(=O)[O-].[Na+]
1000,CCCCC(C)CC
1001,CCC(C)CC(C)C
1002,CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC
1003,CCCCC(=O)OCC(COC(=O)CCCC)(COC(=O)CCCC)COC(=O)CCCC
1004,C=CCNCC=C.CC(=O)O
1005,c1c[nH]cn1
1006,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-]
1007,[Mg+2].[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-]
1008,CCC[N+]1(C)CCCC1.[Br-]
1009,CCCC[N+]1(C)CCCC1.[Br-]
1010,CCCCC[N+]1(C)CCCC1.[Br-]
1011,CC(C)C1CCCCC1
1012,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1013,O=P([O-])([O-])O.[Na+].[Na+]
1014,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
1015,CCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1016,CCOC(F)(F)C(F)(C(F)(F)F)C(F)(F)F
1017,C[n+]1ccn(CC(=O)O)c1.[Cl-]
1018,C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.[Br-].[Br-]
1019,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.[Br-].[Br-]
1020,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.[Br-].[Br-]
1021,C1CCC2=[NH+]CCCN2CC1.c1c[n-]cn1
1022,CCCC[N+]1=C2CCCCCN2CCC1.c1c[n-]cn1
1023,CCCC[P+](CCCC)(CCCC)CCCC.[Cl-]
1024,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O
1025,CCCCCCCCCCCCCCCCCCCC
1026,CCCCCCCCCCCCCCCCCCCCCC
1027,CCCCCCCCCCCCCCCCCCCCCCCC
1028,CCCC[NH2+]CCO.O=C([O-])C(F)(F)F
1029,CCCC[NH2+]CCO.O=[N+]([O-])[O-]
1030,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-]
1031,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1032,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1033,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1034,CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1035,Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1036,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1037,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1038,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1039,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1040,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1041,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1042,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1043,CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1044,CCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1045,CCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1046,CCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1047,CCOS(=O)(=O)[O-].CC[N+](CC)=C(N(C)C)N(C)C
1048,O=P([O-])([O-])[O-].[K+].[K+].[K+]
1049,O=P([O-])(O)O.[K+]
1050,O=P([O-])([O-])[O-].[Na+].[Na+].[Na+]
1051,O=P([O-])(O)O.[Na+]
1052,O=P([O-])(O)O.[Li+]
1053,CCCCn1cc[n+](C)c1.[Br-]
1054,CN(C)CCN
1055,NC(=O)C[C@H](N)C(=O)O
1056,NC(=O)CC[C@H](N)C(=O)O
1057,CC[N+](CC)(CC)CC.[I-]
1058,C[n+]1ccn(CCO)c1.[Cl-]
1059,Cl.N=C(N)N
1060,Nc1cc[nH]c(=O)n1
1061,Cc1c[nH]c(=O)[nH]c1=O
1062,O=c1ccn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)[nH]1
1063,Nc1ccn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)n1
1064,Cc1cn([C@H]2CC(O)[C@@H](CO)O2)c(=O)[nH]c1=O
1065,Cn1ccnc1
1066,NC(CO)C(=O)[O-].[Na+]
1067,NC(CO)C(=O)[O-].[K+]
1068,CCOP(OCC)OCC
1069,C[NH+](CCO)CCO.O=C[O-]
1070,C1CCC(C2CCCCC2)CC1
1071,CC[n+]1ccn(C)c1.NCC(=O)[O-]
1072,CCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-]
1073,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-]
1074,CC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-]
1075,CCn1cc[n+](C)c1.O=C([O-])[C@@H]1CCCN1
1076,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
1077,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
1078,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
1079,CC[N+](CC)(CC)CC.F[B-](F)(F)F
1080,CCC12CC3CC(CC(C3)C1)C2
1081,CC12CC3CC(C)(C1)CC(C)(C3)C2
1082,OCC1CCCCC1
1083,O=[N+]([O-])[O-].[NH4+]
1084,NCCOCCOCCN.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+]
1085,NCCNCCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+]
1086,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCCNCCO.[Li+]
1087,NCCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+]
1088,CC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F
1089,O=P([O-])(O)O.[NH4+]
1090,CC[C@H](C)[C@H](N)C(=O)O
1091,Cn1cc[n+](CCO)c1.F[B-](F)(F)F
1092,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-]
1093,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]
1094,NC(=O)C(F)(F)F
1095,O=C([O-])CC(=O)[O-].[Na+].[Na+]
1096,CC(=O)Nc1ccc(O)cc1
1097,[Cl-].[Cl-].[Cl-].[Fe+3]
1098,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH3+]CCO.[NH3+]CCO.[NH3+]CCO
1099,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F
1100,C[N+](C)(C)C.[Cl-]
1101,O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Na+]
1102,CCCC[P+](CCCC)(CCCC)CCCC.O=C[O-]
1103,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-]
1104,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N
1105,c1ccc2sccc2c1
1106,O=S(=O)(O)CCN1CCOCC1
1107,O=S(=O)(O)CCCN1CCOCC1
1108,O=S(=O)(O)CC(O)CN1CCOCC1
1109,CCCCCC(=O)[O-].C[NH2+]c1ccccc1
1110,CC[N+](CC)(CC)CC.[Br-]
1111,COP(=O)([O-])OC.Cn1cc[n+](C)c1
1112,C1CC[NH2+]C1.O=[N+]([O-])[O-]
1113,C1CC[NH2+]C1.CCCCCCCC(=O)[O-]
1114,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F
1115,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
1116,OC[C@H]1OC(OC[C@H]2OC(O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
1117,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+]
1118,CN(C)C(=N)[NH+](C)C.c1c[n-]cn1
